Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,164.330002,172.250000,163.350006,172.029999,161.751511,3999400
2019-01-03,170.660004,171.770004,168.289993,169.509995,159.382019,4060200
2019-01-04,172.990005,176.000000,171.100006,175.050003,164.591019,3788300
2019-01-07,175.229996,177.830002,172.270004,176.020004,165.503067,3152100
2019-01-08,177.779999,178.100006,172.899994,175.369995,164.891907,2692700
2019-01-09,176.100006,177.690002,174.910004,176.470001,165.926163,3321400
2019-01-10,175.660004,178.070007,175.500000,176.000000,165.484299,2808700
2019-01-11,175.100006,177.039993,172.419998,176.929993,166.358704,3182700
2019-01-14,174.520004,179.539993,174.100006,178.720001,168.041718,3361700
2019-01-15,178.320007,179.990005,176.399994,179.910004,169.160645,2911800
2019-01-16,187.000000,198.149994,185.600006,197.080002,185.304764,15194200
2019-01-17,195.949997,199.800003,192.830002,199.089996,187.194672,8177000
2019-01-18,200.380005,203.000000,196.910004,202.539993,190.438538,5650900
2019-01-22,200.500000,201.470001,195.919998,197.679993,185.868912,4648500
2019-01-23,197.550003,198.089996,194.529999,196.899994,185.135513,3410700
2019-01-24,196.220001,199.679993,195.759995,197.800003,185.981735,2631800
2019-01-25,199.830002,201.190002,199.419998,200.740005,188.746078,3275000
2019-01-28,197.990005,200.070007,197.100006,199.720001,187.787018,2369600
2019-01-29,199.000000,201.970001,197.869995,200.500000,188.520432,2694100
2019-01-30,200.899994,203.289993,199.649994,202.479996,190.382111,2773300
2019-01-31,200.100006,202.350006,196.949997,198.009995,186.179214,5604500
2019-02-01,198.000000,199.639999,196.539993,196.539993,184.797058,3174200
2019-02-04,195.800003,197.759995,194.789993,197.720001,185.906525,2400200
2019-02-05,198.119995,199.330002,196.860001,198.009995,186.179214,2601000
2019-02-06,197.179993,199.059998,195.830002,196.619995,184.872269,2063100
2019-02-07,195.279999,195.880005,191.050003,193.070007,181.534363,2948800
2019-02-08,191.720001,192.619995,188.220001,191.669998,180.218002,2757500
2019-02-11,192.880005,193.320007,191.070007,191.330002,179.898331,2056500
2019-02-12,193.050003,195.649994,193.000000,194.490005,182.869537,2392900
2019-02-13,195.919998,198.779999,194.600006,194.690002,183.057571,2757300
2019-02-14,192.210007,194.130005,189.440002,192.529999,181.026642,2865000
2019-02-15,193.210007,198.889999,193.100006,198.500000,186.639908,3065400
2019-02-19,196.660004,199.059998,195.610001,198.669998,186.799759,2558200
2019-02-20,198.729996,199.300003,197.509995,198.600006,186.733978,2266000
2019-02-21,198.970001,199.449997,195.050003,196.360001,184.627792,2785900
2019-02-22,196.600006,197.750000,195.199997,196.000000,184.289291,2626600
2019-02-25,198.000000,201.500000,197.710007,198.649994,186.780975,3032200
2019-02-26,198.470001,200.559998,196.550003,198.899994,187.016022,2499800
2019-02-27,198.500000,199.889999,197.119995,198.100006,187.016022,1804200
2019-02-28,198.039993,198.399994,196.009995,196.699997,185.694336,2964300
2019-03-01,198.750000,201.440002,197.429993,198.199997,187.110413,2580500
2019-03-04,198.809998,200.830002,194.149994,195.979996,185.014618,2683600
2019-03-05,195.850006,196.179993,193.000000,196.000000,185.033508,2338600
2019-03-06,195.899994,197.559998,194.529999,194.740005,183.844025,2247500
2019-03-07,193.130005,193.449997,190.080002,192.770004,181.984268,3567800
2019-03-08,190.399994,195.770004,189.710007,195.240005,184.316055,3162700
2019-03-11,197.229996,198.970001,195.729996,195.970001,185.005219,2669000
2019-03-12,196.000000,197.399994,195.690002,196.630005,185.628281,1977400
2019-03-13,197.750000,198.929993,196.520004,197.250000,186.213577,1904500
2019-03-14,197.320007,198.500000,196.699997,197.470001,186.421295,1482300
2019-03-15,197.160004,198.850006,196.850006,198.259995,187.167068,2985200
2019-03-18,199.179993,203.850006,198.919998,202.470001,191.141525,3354900
2019-03-19,204.880005,206.449997,200.779999,201.119995,189.867020,3284900
2019-03-20,200.330002,200.330002,193.970001,194.320007,183.447525,5033500
2019-03-21,192.899994,195.550003,191.750000,194.580002,183.692978,4031500
2019-03-22,192.669998,193.710007,187.779999,188.960007,178.387436,5703100
2019-03-25,189.330002,191.449997,186.500000,188.509995,177.962616,3751000
2019-03-26,190.029999,192.410004,188.690002,190.690002,180.020630,2910100
2019-03-27,190.600006,191.610001,188.740005,190.029999,179.397583,2343800
2019-03-28,190.740005,191.910004,189.289993,191.179993,180.483200,2343400
2019-03-29,192.679993,193.110001,191.139999,191.990005,181.247879,2632800
2019-04-01,194.000000,198.089996,193.610001,196.740005,185.732117,3562600
2019-04-02,196.240005,197.759995,195.399994,197.500000,186.449585,2247000
2019-04-03,199.250000,201.089996,198.539993,200.860001,189.621597,3227900
2019-04-04,200.800003,204.289993,200.500000,202.229996,190.914932,2582300
2019-04-05,203.380005,205.500000,202.059998,202.380005,191.056580,2447100
2019-04-08,202.789993,203.630005,201.179993,202.539993,191.207611,1891500
2019-04-09,201.229996,201.589996,198.860001,200.619995,189.395020,2400900
2019-04-10,201.800003,203.169998,200.270004,202.979996,191.622986,1907100
2019-04-11,204.229996,205.449997,201.570007,202.830002,191.481400,2802100
2019-04-12,207.000000,209.970001,206.369995,207.839996,196.211075,5096600
2019-04-15,204.110001,205.740005,199.699997,199.910004,188.724762,6617200
2019-04-16,199.619995,202.940002,199.240005,201.839996,190.546783,4852600
2019-04-17,201.960007,208.500000,201.779999,207.899994,196.267700,4195300
2019-04-18,207.089996,207.860001,205.149994,205.910004,194.389053,2874300
2019-04-22,205.119995,205.589996,204.139999,204.600006,193.152359,1591400
2019-04-23,204.250000,205.190002,202.740005,204.139999,192.718094,2120900
2019-04-24,203.000000,203.520004,199.729996,200.539993,189.319504,4606100
2019-04-25,199.699997,202.559998,199.100006,201.399994,190.131393,2075300
2019-04-26,201.729996,203.119995,200.320007,203.080002,191.717392,1543100
2019-04-29,203.500000,208.000000,203.270004,206.919998,195.342560,2997000
2019-04-30,206.940002,207.990005,204.149994,205.919998,194.398499,1833000
2019-05-01,206.399994,208.410004,204.029999,204.729996,193.275055,1981800
2019-05-02,204.429993,206.220001,203.119995,204.990005,193.520538,1514700
2019-05-03,206.009995,208.750000,205.669998,207.520004,195.908966,1897600
2019-05-06,202.800003,206.979996,201.710007,206.429993,194.879944,1927800
2019-05-07,203.339996,204.000000,201.009995,202.630005,191.292587,2839500
2019-05-08,201.399994,203.199997,200.800003,200.949997,189.706573,1817600
2019-05-09,199.509995,202.220001,197.910004,201.630005,190.348526,2333400
2019-05-10,200.979996,202.100006,198.990005,202.050003,190.745026,2089400
2019-05-13,197.899994,197.899994,194.000000,194.970001,184.061157,3605600
2019-05-14,194.990005,198.130005,194.899994,196.279999,185.297882,2463300
2019-05-15,194.639999,197.589996,193.419998,196.399994,185.411148,2271100
2019-05-16,196.630005,200.000000,196.619995,199.139999,187.997849,2008100
2019-05-17,196.300003,199.089996,196.300003,197.429993,186.383530,1928300
2019-05-20,197.089996,197.779999,195.570007,197.240005,186.204147,2483400
2019-05-21,198.660004,199.320007,198.000000,199.110001,187.969513,2327600
2019-05-22,197.440002,198.479996,195.460007,195.520004,184.580368,2427200
2019-05-23,193.000000,193.000000,189.559998,191.970001,181.229019,3184100
2019-05-24,192.889999,194.070007,191.679993,193.000000,182.201385,1637200
2019-05-28,192.000000,193.309998,189.389999,189.440002,178.840607,3040000
2019-05-29,187.740005,188.649994,184.919998,188.050003,178.328491,2815800
2019-05-30,188.089996,189.369995,186.009995,187.369995,177.683624,1919300
2019-05-31,184.770004,184.889999,182.309998,182.490005,173.055923,2640100
2019-06-03,181.699997,183.490005,180.729996,183.190002,173.719742,2857800
2019-06-04,186.179993,189.990005,185.710007,189.880005,180.063873,2420800
2019-06-05,190.100006,190.160004,187.009995,188.440002,178.698334,1967800
2019-06-06,188.059998,190.740005,187.309998,189.809998,179.997482,1653500
2019-06-07,189.880005,190.610001,188.520004,189.809998,179.997482,1838600
2019-06-10,191.399994,197.000000,191.399994,194.119995,184.084656,2372000
2019-06-11,195.300003,196.119995,193.509995,194.729996,184.663147,1632200
2019-06-12,193.610001,194.050003,189.830002,190.220001,180.386307,2059400
2019-06-13,190.410004,192.250000,190.070007,191.449997,181.552719,1411400
2019-06-14,191.289993,192.169998,189.309998,191.660004,181.751877,1403900
2019-06-17,192.020004,193.229996,190.740005,190.830002,180.964752,1155600
2019-06-18,190.669998,197.130005,190.669998,194.979996,184.900223,2363000
2019-06-19,195.350006,197.610001,194.789993,195.639999,185.526123,2196800
2019-06-20,197.500000,198.190002,193.610001,195.699997,185.583008,2749300
2019-06-21,195.339996,198.339996,193.970001,195.940002,185.810593,3365500
2019-06-24,196.529999,199.350006,196.029999,197.490005,187.280487,2069800
2019-06-25,197.500000,197.520004,194.009995,196.059998,185.924393,1828300
2019-06-26,196.500000,197.869995,196.119995,197.009995,186.825272,1649900
2019-06-27,197.570007,199.610001,196.759995,199.320007,189.015854,2239200
2019-06-28,203.500000,205.839996,202.940002,204.600006,194.022934,4854900
2019-07-01,208.000000,209.850006,205.740005,206.860001,196.166077,2465700
2019-07-02,205.399994,206.309998,204.160004,205.979996,195.331558,1621400
2019-07-03,207.300003,207.399994,205.229996,206.039993,195.388489,978800
2019-07-05,206.860001,208.759995,206.199997,207.899994,197.152328,1511400
2019-07-08,206.360001,207.250000,204.710007,205.750000,195.113449,1853900
2019-07-09,203.750000,207.940002,203.539993,207.770004,197.029053,1812100
2019-07-10,207.179993,208.990005,205.649994,205.970001,195.322083,1779800
2019-07-11,206.199997,212.589996,206.000000,211.350006,200.423965,3691600
2019-07-12,212.000000,214.190002,210.789993,213.940002,202.880066,2626000
2019-07-15,214.110001,214.600006,209.789993,211.580002,200.642075,2600200
2019-07-16,214.800003,217.330002,212.550003,215.520004,204.378387,5283700
2019-07-17,213.830002,215.779999,213.160004,213.300003,202.273148,2583500
2019-07-18,212.710007,215.830002,211.750000,214.520004,203.430099,2858100
2019-07-19,214.020004,215.770004,213.350006,213.520004,202.481796,1822300
2019-07-22,213.399994,214.860001,212.309998,214.000000,202.936966,1907100
2019-07-23,214.949997,220.000000,214.949997,219.429993,208.086227,3330600
2019-07-24,219.250000,222.089996,218.630005,222.029999,210.551834,3180000
2019-07-25,221.770004,221.770004,218.229996,219.979996,208.607819,2776700
2019-07-26,220.449997,222.240005,220.369995,222.139999,210.656158,2304500
2019-07-29,221.000000,222.130005,220.199997,220.320007,208.930222,1372800
2019-07-30,218.490005,221.990005,217.330002,221.399994,209.954391,1644600
2019-07-31,221.240005,221.979996,219.009995,220.130005,208.750046,1991100
2019-08-01,219.350006,219.949997,210.759995,211.600006,200.661041,3070100
2019-08-02,211.580002,211.580002,205.309998,209.369995,198.546295,2503000
2019-08-05,205.820007,205.820007,199.580002,201.679993,191.253860,2794200
2019-08-06,203.559998,206.070007,200.889999,206.009995,195.360016,2349400
2019-08-07,201.110001,205.960007,199.050003,205.740005,195.103958,2454200
2019-08-08,207.169998,207.800003,203.539993,207.000000,196.298859,2342200
2019-08-09,205.619995,208.300003,203.860001,206.899994,196.204010,1790100
2019-08-12,203.279999,204.149994,200.479996,201.520004,191.102127,1479300
2019-08-13,201.509995,206.600006,200.229996,204.110001,193.558258,2115900
2019-08-14,199.800003,199.910004,195.059998,195.559998,185.450241,3025100
2019-08-15,195.910004,196.970001,193.710007,196.179993,186.038147,1981900
2019-08-16,197.029999,200.669998,197.000000,199.419998,189.110687,1878700
2019-08-19,203.809998,204.449997,201.820007,202.199997,191.746994,1646100
2019-08-20,200.210007,201.990005,199.699997,199.979996,189.641739,1545600
2019-08-21,202.740005,203.020004,200.169998,200.679993,190.305542,1160800
2019-08-22,202.279999,203.449997,200.910004,202.419998,191.955612,1275900
2019-08-23,200.809998,201.880005,195.190002,196.199997,186.057144,2200500
2019-08-26,198.270004,199.710007,198.000000,199.649994,189.328796,1441900
2019-08-27,200.330002,200.860001,196.500000,198.070007,187.830475,1513300
2019-08-28,196.570007,201.470001,196.250000,200.419998,190.059006,1437800
2019-08-29,201.360001,204.369995,201.360001,203.440002,194.133682,1816800
2019-08-30,204.850006,205.210007,203.009995,203.910004,194.582184,1529600
2019-09-03,201.100006,201.610001,196.580002,198.970001,189.868164,2633600
2019-09-04,201.490005,202.100006,200.050003,201.729996,192.501907,1720600
2019-09-05,205.270004,208.929993,205.039993,207.050003,197.578537,2237900
2019-09-06,207.059998,208.250000,205.570007,207.210007,197.731216,1438800
2019-09-09,209.220001,213.880005,208.440002,211.979996,202.283005,2734500
2019-09-10,213.500000,217.089996,213.220001,215.630005,205.766052,2615800
2019-09-11,215.210007,216.850006,213.360001,216.800003,206.882523,1886300
2019-09-12,216.380005,220.759995,215.149994,218.740005,208.733780,2913800
2019-09-13,220.350006,221.500000,219.199997,219.899994,209.840698,2722400
2019-09-16,217.820007,219.330002,216.320007,217.220001,207.283310,2205500
2019-09-17,215.800003,216.139999,212.539993,215.910004,206.033249,2429100
2019-09-18,214.830002,217.889999,213.300003,217.080002,207.149704,2474900
2019-09-19,217.580002,217.929993,215.059998,215.229996,205.384308,1596200
2019-09-20,214.660004,216.679993,213.630005,213.740005,203.962494,5458900
2019-09-23,212.850006,214.110001,211.559998,213.460007,203.695313,1485500
2019-09-24,214.039993,214.199997,206.800003,207.750000,198.246521,2837600
2019-09-25,207.960007,211.089996,207.449997,210.029999,200.422226,1593400
2019-09-26,209.050003,209.970001,208.110001,208.220001,198.695023,1685500
2019-09-27,209.850006,210.550003,208.089996,208.970001,199.410706,1530900
2019-09-30,209.710007,209.710007,206.830002,207.229996,197.750305,1794500
2019-10-01,207.009995,209.380005,202.610001,202.690002,193.417984,3156200
2019-10-02,201.690002,201.880005,197.600006,198.250000,189.181061,3386800
2019-10-03,197.610001,198.369995,193.990005,197.240005,188.217300,2914500
2019-10-04,196.990005,201.229996,196.039993,200.800003,191.614426,3021100
2019-10-07,200.789993,202.529999,199.470001,200.399994,191.232742,2202200
2019-10-08,197.600006,198.949997,195.919998,197.369995,188.341339,2654900
2019-10-09,198.190002,198.979996,196.679993,196.850006,187.845123,2443500
2019-10-10,197.589996,201.320007,197.539993,199.869995,190.726959,2108000
2019-10-11,203.720001,207.289993,203.720001,204.679993,195.316956,3334300
2019-10-14,203.830002,206.169998,202.919998,205.820007,196.404800,2286100
2019-10-15,202.000000,208.240005,198.610001,206.460007,197.015549,8241900
2019-10-16,206.169998,208.619995,206.100006,207.419998,197.931610,3405800
2019-10-17,208.289993,208.929993,204.389999,206.460007,197.015549,2876500
2019-10-18,204.990005,208.059998,204.990005,206.520004,197.072800,2207000
2019-10-21,208.669998,210.860001,207.679993,209.250000,199.677887,1934900
2019-10-22,209.589996,211.649994,208.309998,209.600006,200.011902,1868000
2019-10-23,209.220001,212.020004,209.000000,211.320007,201.653214,1574500
2019-10-24,211.610001,213.149994,209.779999,211.050003,201.395569,1266500
2019-10-25,210.179993,215.419998,210.179993,214.229996,204.430084,2602100
2019-10-28,216.320007,218.919998,215.690002,217.750000,207.789047,2707800
2019-10-29,217.220001,219.279999,216.449997,217.639999,207.684113,2030800
2019-10-30,217.020004,217.050003,213.809998,215.809998,205.937805,1584900
2019-10-31,215.149994,215.360001,211.320007,213.380005,203.618988,1876200
2019-11-01,215.259995,217.889999,214.750000,217.389999,207.445541,2112300
2019-11-04,219.699997,220.690002,218.570007,219.869995,209.812073,2538100
2019-11-05,220.800003,221.779999,218.470001,218.639999,208.638321,2525100
2019-11-06,218.009995,219.070007,216.550003,218.419998,208.428421,1863000
2019-11-07,220.770004,224.770004,220.410004,223.289993,213.075623,3748600
2019-11-08,223.000000,223.229996,221.100006,222.910004,212.713028,1610800
2019-11-11,220.899994,221.410004,218.520004,219.029999,209.010513,2754500
2019-11-12,218.559998,221.110001,217.929993,220.410004,210.327377,1891600
2019-11-13,218.389999,219.839996,217.009995,219.320007,209.287247,1756000
2019-11-14,218.789993,220.470001,218.029999,219.429993,209.392197,1483100
2019-11-15,220.000000,221.089996,219.039993,220.250000,210.174683,1693100
2019-11-18,219.729996,219.949997,218.039993,219.729996,209.678497,1603400
2019-11-19,220.559998,220.679993,218.309998,220.039993,209.974289,1817100
2019-11-20,218.360001,219.470001,216.399994,217.910004,207.941727,2177700
2019-11-21,218.600006,219.320007,216.820007,218.229996,208.247101,1677700
2019-11-22,218.000000,220.710007,218.000000,220.279999,210.203323,1529100
2019-11-25,220.889999,223.949997,220.889999,222.750000,212.560349,2181800
2019-11-26,222.679993,222.759995,221.110001,222.449997,212.274063,1926300
2019-11-27,223.449997,224.279999,221.860001,222.949997,212.751190,1614600
2019-11-29,220.880005,222.000000,220.410004,221.350006,212.415329,770400
2019-12-02,220.970001,221.800003,217.080002,217.639999,208.855072,2118500
2019-12-03,215.429993,215.429993,210.000000,212.240005,203.673019,3207100
2019-12-04,213.539993,216.990005,212.380005,215.940002,207.223694,1583600
2019-12-05,217.149994,217.630005,215.419998,217.139999,208.375275,1329300
2019-12-06,219.949997,225.399994,218.820007,224.610001,215.543716,4229400
2019-12-09,224.610001,224.649994,221.770004,221.809998,212.856750,2134600
2019-12-10,221.669998,222.880005,220.550003,221.880005,212.923935,1854100
2019-12-11,222.250000,222.850006,220.839996,221.190002,212.261795,1778600
2019-12-12,221.910004,226.779999,220.600006,226.050003,216.925598,2974300
2019-12-13,226.720001,227.990005,223.699997,225.000000,215.917984,1908200
2019-12-16,228.500000,230.699997,227.869995,228.039993,218.835266,3218400
2019-12-17,230.000000,232.070007,228.800003,231.149994,221.819733,3590000
2019-12-18,231.970001,232.199997,229.940002,230.449997,221.148010,2280800
2019-12-19,230.949997,231.389999,228.960007,229.940002,220.658585,2418100
2019-12-20,230.960007,231.289993,228.619995,228.929993,219.689346,3715500
2019-12-23,229.660004,230.479996,228.410004,229.089996,219.842896,1670400
2019-12-24,228.979996,229.949997,228.369995,229.910004,220.629822,467700
2019-12-26,230.259995,232.199997,229.990005,231.210007,221.877319,1704000
2019-12-27,231.809998,232.210007,230.470001,230.660004,221.349548,1343900
2019-12-30,231.679993,231.679993,229.500000,229.800003,220.524246,1494500
2019-12-31,229.710007,229.970001,228.669998,229.929993,220.648987,1447200
2020-01-02,231.000000,234.639999,230.160004,234.320007,224.861786,3736300
2020-01-03,231.600006,232.610001,230.300003,231.580002,222.232407,2274500
2020-01-06,229.929993,234.020004,229.490005,233.949997,224.506729,3329300
2020-01-07,235.000000,237.770004,234.759995,235.490005,225.984573,5255200
2020-01-08,235.679993,239.750000,235.479996,237.759995,228.162933,3564700
2020-01-09,241.339996,243.399994,239.820007,242.600006,232.807571,3980700
2020-01-10,242.750000,243.389999,241.389999,242.110001,232.337341,2248100
2020-01-13,244.440002,246.110001,243.000000,245.210007,235.312241,3359200
2020-01-14,245.320007,248.520004,244.600006,245.660004,235.744080,4302800
2020-01-15,242.000000,249.500000,239.160004,245.210007,235.312241,5411200
2020-01-16,247.009995,249.820007,246.229996,249.720001,239.640167,3968400
2020-01-17,250.229996,250.460007,248.000000,249.460007,239.390701,3108400
2020-01-21,247.210007,248.850006,245.600006,245.699997,235.782440,2492400
2020-01-22,246.610001,248.520004,246.339996,247.050003,237.077988,2030900
2020-01-23,244.500000,247.000000,242.880005,245.580002,235.667297,2806800
2020-01-24,245.070007,245.710007,240.600006,241.919998,232.155029,2877400
2020-01-27,236.369995,238.990005,235.009995,238.139999,228.527603,2506200
2020-01-28,239.490005,243.580002,238.050003,242.580002,232.788391,3123000
2020-01-29,244.520004,246.500000,239.570007,240.119995,230.427673,3711600
2020-01-30,237.690002,244.339996,236.729996,244.130005,234.275833,3261700
2020-01-31,241.990005,242.889999,236.880005,237.750000,228.153351,3482800
2020-02-03,238.360001,242.389999,238.050003,239.009995,229.362488,2733000
2020-02-04,242.880005,243.740005,241.550003,241.940002,232.174210,3052500
2020-02-05,244.990005,245.130005,243.000000,244.300003,234.438965,3126600
2020-02-06,245.350006,245.770004,241.179993,241.820007,232.059067,2225600
2020-02-07,239.750000,240.520004,236.550003,238.000000,228.393265,3006500
2020-02-10,237.399994,237.869995,235.460007,237.360001,227.779083,2591300
2020-02-11,239.000000,239.550003,236.220001,236.460007,226.915421,2238800
2020-02-12,238.009995,241.179993,237.720001,238.649994,229.016998,2119200
2020-02-13,237.850006,238.970001,236.570007,238.350006,228.729141,1461300
2020-02-14,237.940002,239.009995,236.229996,237.080002,227.510391,1718700
2020-02-18,236.550003,237.070007,231.199997,233.210007,223.796616,2736500
2020-02-19,235.000000,237.800003,233.279999,237.330002,227.750305,2207100
2020-02-20,236.410004,236.899994,231.250000,232.729996,223.335968,3183700
2020-02-21,230.910004,231.800003,228.369995,230.619995,221.311127,3081600
2020-02-24,223.229996,226.690002,222.539993,224.539993,215.476578,4139400
2020-02-25,224.779999,225.869995,215.889999,217.610001,208.826294,5343100
2020-02-26,218.699997,220.000000,214.759995,215.779999,207.070145,4171100
2020-02-27,210.490005,213.479996,205.369995,205.690002,197.387421,5848200
2020-02-28,199.089996,202.250000,194.850006,200.770004,193.844040,6727100
2020-03-02,201.410004,209.619995,197.630005,209.470001,202.243912,5285500
2020-03-03,209.000000,211.789993,202.119995,203.429993,196.412277,5677200
2020-03-04,205.839996,208.919998,202.699997,208.740005,201.539108,3520400
2020-03-05,201.330002,203.470001,196.949997,198.789993,191.932327,4151500
2020-03-06,190.679993,196.300003,189.279999,192.850006,186.197266,5071900
2020-03-09,173.580002,179.250000,170.160004,172.809998,166.848572,6443000
2020-03-10,181.619995,185.399994,173.289993,184.350006,177.990494,6803900
2020-03-11,178.479996,180.770004,170.970001,171.889999,165.960327,5314000
2020-03-12,160.000000,166.750000,150.000000,150.679993,145.481995,8357700
2020-03-13,162.820007,177.559998,152.350006,177.169998,171.058151,6368400
2020-03-16,150.229996,169.539993,150.000000,154.660004,149.324707,6888000
2020-03-17,157.000000,166.740005,150.000000,158.669998,153.196350,6876300
2020-03-18,150.000000,155.970001,135.410004,140.020004,135.189743,9543200
2020-03-19,137.380005,152.490005,130.850006,149.490005,144.333023,6548200
2020-03-20,148.990005,149.190002,138.289993,138.410004,133.635284,7561300
2020-03-23,136.029999,141.940002,133.259995,134.970001,130.313934,5472600
2020-03-24,144.320007,153.899994,143.630005,153.600006,148.301254,6647400
2020-03-25,154.600006,162.210007,145.320007,155.130005,149.778503,8587800
2020-03-26,156.369995,167.660004,154.309998,165.789993,160.070740,6762200
2020-03-27,159.080002,163.729996,157.000000,158.339996,152.877762,4186700
2020-03-30,158.520004,160.429993,153.179993,159.619995,154.113586,4152800
2020-03-31,158.130005,161.100006,153.720001,154.589996,149.257126,3588200
2020-04-01,146.100006,149.570007,145.000000,145.289993,140.277908,4689100
2020-04-02,143.020004,150.449997,141.669998,149.929993,144.757843,4446900
2020-04-03,149.199997,150.919998,145.229996,146.929993,141.861359,2801600
2020-04-06,155.470001,158.929993,153.770004,158.229996,152.771545,4689400
2020-04-07,166.000000,169.139999,162.449997,166.020004,160.292816,4953500
